label,youtube_id,time_start,time_end,split
tasting beer,QXqHkamLQqg,67,77,train
opening bottle,QXxzSmC2g5s,49,59,train
playing kickball,QXzgGYmqSqU,311,321,train
riding unicycle,QY2CwUwwOAM,3,13,train
situp,QYLBju5d2Xk,51,61,train
clean and jerk,QYQ_d-hpv0A,12,22,train
playing accordion,QYXcpCDyLvo,401,411,train
riding scooter,QYdR2kDKIcQ,2,12,train
shaving head,QYdVvHHmuD8,33,43,train
making bed,QYiS0Xpw7wQ,38,48,train
drinking beer,QYkJ2elqA78,3,13,train
shot put,QYnj4RgO8ys,6,16,train
playing organ,QYoobZ8gn54,345,355,train
dunking basketball,QZ6b-ZzwvTE,0,10,train
milking cow,QZKTGc9KgK8,9,19,train
playing bagpipes,QZMRcFokTeA,191,201,train
opening bottle,QZPZ8p9eNDs,29,39,train
skiing (not slalom or crosscountry),QZRQ2fDmfa4,313,323,train
tying knot (not on a tie),QZTL-KueORU,2,12,train
playing squash or racquetball,QZWoTzZzn5Y,90,100,train
busking,QZbV7Lz_xk0,46,56,train
cooking egg,QZr-hDRNLgk,0,10,train
shoveling snow,Q_7fv3BYP-U,0,10,train
clean and jerk,Q_8feMIetOE,18,28,train
opening bottle,Q_ErmJZysmA,27,37,train
playing flute,Q_FifXozWE0,8,18,train
riding mountain bike,Q_Jwkcf4I4Y,558,568,train
playing bagpipes,Q_S-g0okeRg,69,79,train
playing accordion,Q_i0xhTKbl0,69,79,train
baby waking up,Q_mr584HrCA,7,17,train
riding or walking with horse,Q_sPdu39GRA,10,20,train
breakdancing,Q_y6N1NtjFg,5,15,train
wrestling,Qa-WZdK36cM,183,193,train
sniffing,Qa-zzFoU2OE,300,310,train
using computer,Qa34MMRjjZ8,35,45,train
playing trumpet,QaF6G3OJy0g,24,34,train
driving car,Qa_ZSRj0WM0,1,11,train
deadlifting,Qaezf6GdRQQ,13,23,train
gymnastics tumbling,Qaf2EfisUdM,120,130,train
sailing,QafoCF6ACdU,168,178,train
deadlifting,QajeQZdz0NI,16,26,train
deadlifting,QajxougwJrs,1,11,train
deadlifting,QaoXmn52Il0,47,57,train
making pizza,QaoYsff3icY,56,66,train
playing cricket,QaoaRfrX680,389,399,train
hugging,QapS7hAvTHk,167,177,train
playing poker,Qav7UPyd1n8,37,47,train
playing trumpet,QayqsHUdmik,5,15,train
tapping pen,Qb11d_i6gx8,133,143,train
making pizza,Qb1bIujnHV8,17,27,train
playing drums,QbI_OQ0nlYY,455,465,train
making pizza,QbOCKwz-qM0,35,45,train
deadlifting,QbOHMJzM9pI,29,39,train
squat,QbOPS_dSVXY,2,12,train
hoverboarding,QbTe8N0PLBc,342,352,train
krumping,QbVcd47eRck,47,57,train
curling hair,QbVyI0x_k8A,169,179,train
playing squash or racquetball,QbW-0L6UgRk,0,10,train
answering questions,Qbbvzp1gaVc,3,13,train
shoveling snow,QbclaLOHgxs,44,54,train
deadlifting,Qbdh8ONuuAg,11,21,train
deadlifting,Qbe9yGM6Cgw,45,55,train
egg hunting,QbfJQT9rK2s,12,22,train
deadlifting,Qbh6lb2QtKI,28,38,train
deadlifting,Qbj0sGW2IU0,7,17,train
strumming guitar,Qbj4ochb2o8,26,36,train
throwing ball,QblmVzMkaNM,34,44,train
deadlifting,Qblx6B1ZhF8,19,29,train
passing American football (in game),QbnU_5LK2Cw,2,12,train
hurdling,Qc9_2qwkS44,9,19,train
breakdancing,QcOEOAs8f9Y,79,89,train
snatch weight lifting,QcR0dP-MgTI,3,13,train
playing piano,QcSLN8U99Q8,284,294,train
juggling fire,QcTsIZci6zc,57,67,train
shot put,QcYZWm1rjuc,10,20,train
strumming guitar,Qch7Xz-GVHM,64,74,train
baking cookies,QcikMDomwv0,187,197,train
tying knot (not on a tie),QctkGoJuiv0,36,46,train
bobsledding,QcwFE8Li41Q,21,31,train
golf putting,Qcx_BT2YlTM,13,23,train
busking,QczPNczG8m0,17,27,train
busking,Qd81jzSQOsU,285,295,train
swinging legs,QdCedFhLSuw,2,12,train
golf driving,QdHwQPGmBXU,12,22,train
busking,QdIVn9ut5CM,74,84,train
tying knot (not on a tie),QdJH1tOyt9Q,120,130,train
cleaning windows,QdLkSvasc5k,52,62,train
snatch weight lifting,QdPX6Pl6BT8,11,21,train
sailing,QdPZz64P4xY,61,71,train
tap dancing,QdTi8EDbMSo,48,58,train
shoveling snow,QdVcTmMgS6A,0,10,train
playing accordion,QdZ2iy7uYzM,18,28,train
salsa dancing,Qda36UvyVMY,84,94,train
throwing axe,QdcgsvGeAMY,3,13,train
pushing car,QdpRg_c5BiQ,4,14,train
playing monopoly,Qe4sVdNiFxc,152,162,train
salsa dancing,Qe8Jna0pBLc,116,126,train
dunking basketball,QeBjqvMybeU,43,53,train
strumming guitar,QeOHNbtyqh4,0,10,train
taking a shower,QeRo0pTr2ms,37,47,train
massaging back,QeSUd85c4nU,388,398,train
spinning poi,QeZHkqqyptY,31,41,train
hitting baseball,QeeKjVpLiA8,194,204,train
tobogganing,QerLwoLns6Y,57,67,train
plastering,QexM35wFbsc,1,11,train
playing squash or racquetball,QeyKoXGjvVY,22,32,train
playing drums,Qf4NrRuFz68,95,105,train
laughing,QfSSthoNpBU,24,34,train
roller skating,QfV_oDxi3vg,18,28,train
tap dancing,QfVm3gktQtQ,113,123,train
playing recorder,QfXKLQJLCyg,22,32,train
windsurfing,Qfh5V_srG3E,329,339,train
walking the dog,QfrBj4Xmok8,25,35,train
breakdancing,QfsIDs_5HpU,92,102,train
skiing (not slalom or crosscountry),Qg6Cva-h9L0,27,37,train
swinging legs,Qg8qDMzscI4,0,10,train
eating burger,QgNebwa3Y70,164,174,train
swinging legs,QgZtSJBBFgg,7,17,train
bartending,Qgc-XxZwGAM,336,346,train
javelin throw,Qgd_rlKAxZw,5,15,train
shoveling snow,QgeLjU03TVs,44,54,train
riding mountain bike,QgjF-eR5pZk,376,386,train
vault,QglsdnTWH_Y,11,21,train
zumba,QgmAfsJYMrI,80,90,train
vault,QgmK2dEcKOk,6,16,train
playing piano,QgmMARAPo34,1,11,train
busking,QgmVn-r20hA,4,14,train
extinguishing fire,QgpxYLYxiDM,26,36,train
shoveling snow,Qgqre6AStSs,26,36,train
playing poker,Qh1svvzF5rc,79,89,train
shoveling snow,Qh6Je1Iij-I,1,11,train
singing,Qh6y-5-rLqM,185,195,train
tying knot (not on a tie),Qh78h_LMUo4,0,10,train
stretching arm,QhOHMjbuM1s,4,14,train
playing drums,QhOwgmcFg20,273,283,train
vault,QhUqEHG97u4,11,21,train
taking a shower,QhW6Ugexzlw,27,37,train
surfing water,QhaJjvyCDVE,70,80,train
skiing (not slalom or crosscountry),QheE7D10eeA,17,27,train
windsurfing,Qheu4i0l2ic,1,11,train
breakdancing,QhfDu03aFGk,3,13,train
breakdancing,Qho0BR4oaFk,26,36,train
playing trumpet,Qhs5eTwMSew,111,121,train
curling hair,QhufogT0W8g,266,276,train
skiing (not slalom or crosscountry),Qhyjj9JvuxE,113,123,train
juggling fire,Qi1H1whFkRk,0,10,train
situp,Qi75EWoG9Wo,0,10,train
eating watermelon,Qi7Ock6p4Cc,32,42,train
drinking beer,Qi9V83--hD0,10,20,train
salsa dancing,QiOVtM8YdAc,1,11,train
skydiving,QiOlB80ees8,187,197,train
building shed,QiRDOz8jcFM,166,176,train
surfing crowd,QiSYsIwcvkw,53,63,train
pole vault,QiTFFSNDld0,99,109,train
baby waking up,QiUmsgKzPgY,15,25,train
skiing slalom,QiWT_TXsbWw,44,54,train
trimming or shaving beard,QiWo7gs9N2o,49,59,train
making pizza,QiXjMs6GqWo,173,183,train
parkour,Qj4YL3h4sLE,292,302,train
waxing eyebrows,Qj72Uij6zEc,109,119,train
using segway,Qj9ppZnqc1Y,66,76,train
catching or throwing frisbee,QjD1GXY5C0g,3,13,train
surfing water,QjJsZT3TNmg,29,39,train
throwing ball,QjMQSS_Xkqs,5,15,train
blasting sand,QjS26CEfalE,32,42,train
dancing gangnam style,QjWqfm23gZA,37,47,train
playing bagpipes,Qj_7ahJcJG8,0,10,train
using computer,Qjc8i_vZy0U,59,69,train
vault,QjjxYG2gdBc,0,10,train
skiing (not slalom or crosscountry),Qjk8_Bn0arI,71,81,train
recording music,QjoaJcw3iYI,165,175,train
playing poker,QjrXJbNpPSI,493,503,train
tying knot (not on a tie),QjsDNPDrzNg,278,288,train
exercising arm,QjvvlaaZ4H8,9,19,train
baby waking up,Qk2oUwaw7ds,2,12,train
cooking egg,Qk8m7odd8Uc,10,20,train
hugging,QkFnTkBdGAU,4,14,train
passing American football (in game),QkIhqDl_uBQ,4,14,train
surfing water,QkTIoQRzddE,2,12,train
filling eyebrows,QkcxrQaXWfE,637,647,train
swimming backstroke,Qkesy7g0dSg,233,243,train
playing drums,Qkf4cAfJqxI,192,202,train
making pizza,Qkl2VaFg9C0,1,11,train
throwing ball,QkokhOtZLUA,51,61,train
breakdancing,QkrTY0btKls,105,115,train
braiding hair,Ql1gINS0GzM,87,97,train
swinging legs,QlGuTasXzhI,3,13,train
playing saxophone,QlU7oLBoHjQ,102,112,train
roller skating,QlahfOxbtis,82,92,train
situp,Qlawx8bKfGU,10,20,train
busking,QlcR4LLr7yw,17,27,train
swing dancing,QliVUC5OazQ,163,173,train
making pizza,QliXWuDT4L0,35,45,train
playing saxophone,Qlj2HEcX05Q,45,55,train
snowboarding,QlpUJS0y4EE,71,81,train
cooking egg,Qm-kUlPKNKc,4,14,train
high jump,Qm1kz491Kg0,7,17,train
tying knot (not on a tie),Qm8d9O-lZUE,191,201,train
surfing water,QmGj-vpyq44,76,86,train
trimming or shaving beard,QmJEtZWPXjU,0,10,train
kitesurfing,QmOYVhbkDTA,84,94,train
feeding birds,QmRhOB5lvaY,0,10,train
tap dancing,QmT35C_cc7U,164,174,train
jetskiing,QmVer4xaKIc,12,22,train
slacklining,QmYVuBT4nJY,57,67,train
motorcycling,QmZJBdLk-Fg,18,28,train
slacklining,QmcJzGJXRQI,7,17,train
kitesurfing,QmcNWqyiXf4,274,284,train
washing feet,QmelUJcu778,438,448,train
vault,QmhMYhHCGKo,8,18,train
playing harmonica,QmjvNZyYvE0,1,11,train
belly dancing,Qmlv1_Wfanc,136,146,train
snatch weight lifting,QmmHd0CpHxw,5,15,train
breakdancing,Qmv2S8N47b8,17,27,train
stretching leg,QmvNZTxHi-o,29,39,train
making pizza,Qn4tKrHjGpk,82,92,train
krumping,QnGjF0MhcC0,79,89,train
high jump,QnLlHRigjtQ,1,11,train
slacklining,QnQpOifBt1U,8,18,train
waxing legs,QnURFbuBK3E,44,54,train
riding unicycle,QnZIrcgoCz0,307,317,train
dunking basketball,QnZtjUTFAsM,0,10,train
dunking basketball,QnfW15D5zOQ,20,30,train
rock climbing,QnfkKR2aCMc,13,23,train
opening bottle,QntQBtzQMrU,152,162,train
shaving head,QnxXGrD58Hw,274,284,train
picking fruit,QnyaqZiioys,98,108,train
taking a shower,Qo31nmBM6Gc,79,89,train
dying hair,Qo4qBTv708Q,41,51,train
dribbling basketball,Qo9le5bIHHg,0,10,train
riding mechanical bull,QoJ_OQAUdSI,15,25,train
playing drums,QoNAWofDrMg,1,11,train
bending metal,Qogtvr0IYN8,60,70,train
making pizza,QomoMNVkA_M,27,37,train
massaging person's head,QotpoLtX4b8,681,691,train
throwing ball,QouQfvmz37w,2,12,train
shoveling snow,Qox_iD6s3FU,3,13,train
hugging,QoyY8v6yMDw,4,14,train
paragliding,Qp9feJfGEhU,32,42,train
laughing,QpAGDikVNfI,80,90,train
tobogganing,QpCPpuPSB3Y,58,68,train
flipping pancake,QpKnQpqND0k,18,28,train
tying knot (not on a tie),QpLUortnNR4,28,38,train
carrying baby,QpNTQDlsUMc,100,110,train
paragliding,QpNZwrxH-R8,294,304,train
baby waking up,QpSgiP3BHl0,52,62,train
kitesurfing,QpXXcqa4W1E,5,15,train
eating spaghetti,QpepIL2ob1Y,327,337,train
roller skating,Qpj4gA3R_Bo,3,13,train
playing recorder,QpjTpV9Z66g,0,10,train
paragliding,QqA8TFrYOyI,6,16,train
playing bagpipes,QqEjbEZru94,121,131,train
golf putting,QqM1HzmBoTU,50,60,train
baby waking up,QqN2Hx1NZSw,0,10,train
egg hunting,QqNiS-xLsbk,124,134,train
feeding birds,QqOo-f_opeE,1,11,train
skiing (not slalom or crosscountry),QqQLVx3xAyg,106,116,train
swimming backstroke,QqhHnKJHmUQ,173,183,train
playing drums,Qr-gzgntZ2c,0,10,train
tap dancing,Qr6zDI0wVcc,52,62,train
playing organ,QrFx0Ff5CMU,50,60,train
shoveling snow,QrG7P1FHgrg,7,17,train
playing basketball,QrGTzzkdBbY,160,170,train
tap dancing,QrP7aCMqIj8,8,18,train
taking a shower,QrUaL_aEIMQ,107,117,train
folding napkins,QrUy5wUoOfA,45,55,train
tapping guitar,QrXYpuLKdLY,119,129,train
carrying baby,QrgP87fRnE8,73,83,train
making pizza,QriXIoqCaQs,24,34,train
capoeira,QrquUwjGPqM,98,108,train
javelin throw,Qs3G-enitns,2,12,train
playing piano,QsM34xK0Pks,3,13,train
riding mountain bike,QsPWZ-OJaBo,468,478,train
baby waking up,QsWnjqdGu7U,142,152,train
bee keeping,QscdKfpylHQ,123,133,train
making pizza,QskQmvcnj_U,22,32,train
snowboarding,QssIZJAqwFs,152,162,train
dunking basketball,Qt-Yv5K5lxQ,0,10,train
slacklining,Qt2Cp8mzeDQ,0,10,train
shoveling snow,Qt2ktBj1l-Y,68,78,train
roller skating,Qt8RBNEvjRY,179,189,train
dribbling basketball,Qt9457wngII,188,198,train
playing piano,QtVVoR0Op4o,0,10,train
snatch weight lifting,QtVgRT0LbcU,0,10,train
pushing wheelchair,QtVukD3Rj5I,48,58,train
hurdling,QtZ44Kifae8,0,10,train
riding mechanical bull,QtZs9qvZec8,45,55,train
long jump,Qt_TAWls1Fo,20,30,train
playing tennis,QtcJSx70Ok4,423,433,train
arranging flowers,QtgHTox1XUw,19,29,train
dunking basketball,Qtk8NPql2tE,143,153,train
playing organ,QtuH5kxj_aE,29,39,train
skiing (not slalom or crosscountry),QtyVlRKvkfE,135,145,train
trapezing,QtyfSZsXdIA,2,12,train
snowboarding,QtzZbbgrk6Y,44,54,train
jumping into pool,Qu-xPagH_L4,37,47,train
smoking,Qu0zYK2sAa8,49,59,train
cooking sausages,QuDCgzR93pc,349,359,train
pushing cart,QuELmZpNwqE,4,14,train
salsa dancing,QuG4AqoT3kI,79,89,train
hammer throw,QuGAh5CuroM,0,10,train
playing drums,QuHejAdC5fQ,11,21,train
climbing ladder,QuM2pKbyBGw,9,19,train
busking,QuNd7LXnitY,172,182,train
clean and jerk,QuNoYoZsJvE,19,29,train
watering plants,QuQRgF3JIPM,2,12,train
skiing (not slalom or crosscountry),Qu_3I2V3BOc,177,187,train
playing bass guitar,QudsV5KviMs,76,86,train
high jump,QujBARcKP4I,6,16,train
clean and jerk,QupYC4kzBOM,4,14,train
feeding birds,QuqMdgHO_Xk,0,10,train
kicking field goal,Qux3tdswZ4U,12,22,train
playing saxophone,Qv-1OWKAQCo,44,54,train
hugging,Qv2McJK7ojQ,119,129,train
playing drums,Qv4MmSEXVtw,74,84,train
pole vault,Qv4_qXWC3Tw,64,74,train
playing flute,Qv75FMS2LMg,150,160,train
tai chi,QvCVNHvJb_8,282,292,train
watering plants,QvJSg6rLcAY,0,10,train
playing poker,QvJhuO8jKvo,14,24,train
playing guitar,QvLD1wytwCs,4,14,train
playing piano,QvOCcJiD998,31,41,train
clean and jerk,QvQOnyIhcE4,219,229,train
making bed,QvbkSQuR-Ng,281,291,train
playing drums,QveJiCZLCDA,274,284,train
changing wheel,Qvl7Jj5KX0Y,15,25,train
high jump,Qvom2hkGBH4,1,11,train
juggling balls,QvueaN4EJSc,186,196,train
drinking beer,QvyB3a1dPz0,0,10,train
tap dancing,QvzBfn86Z-k,78,88,train
cleaning gutters,QwACHilR6vA,9,19,train
playing saxophone,QwCxlP9PDUQ,44,54,train
golf chipping,QwDCl7o3LRE,119,129,train
situp,QwJd2h4d_ys,73,83,train
vault,QwMnsu6jp4E,26,36,train
riding mule,QwXinq2fv6Y,39,49,train
ironing,QwmM-8avvgs,39,49,train
playing squash or racquetball,QwsIG05fun0,174,184,train
taking a shower,Qx3Xmw4xTf8,17,27,train
shot put,QxB0rTGACZ8,6,16,train
making snowman,QxI4xK2n26w,11,21,train
throwing discus,QxJvXvdBQGY,3,13,train
laughing,QxW-MVfBSB4,81,91,train
abseiling,QxXJKmCtK4A,60,70,train
playing drums,QxYpmzs-mfI,122,132,train
ice skating,Qxd6tXJZPXA,12,22,train
windsurfing,QxdD8XQQmKs,318,328,train
playing flute,Qxp66gMCQ8k,112,122,train
watering plants,QxrKNOiBqls,1,11,train
plastering,QxrzRwrn60w,0,10,train
skiing (not slalom or crosscountry),QxsmTSv6CPo,65,75,train
side kick,Qxt1Xv9IDrA,3,13,train
playing organ,Qxtm69Qe6tY,65,75,train
playing saxophone,QxubCl1KKDw,13,23,train
surfing water,Qxw711ooJzw,60,70,train
dunking basketball,QxyKUxc7lQs,4,14,train
salsa dancing,QxzT7DhtgvQ,187,197,train
clean and jerk,Qy-hJzR8HlA,84,94,train
tai chi,Qy5HG2eceA4,164,174,train
changing wheel,Qy80IzaMFFA,436,446,train
drinking,QyNAh4UHbeU,5,15,train
balloon blowing,QyOy9StJZjQ,23,33,train
juggling fire,QyWOcF9NttA,4,14,train
playing squash or racquetball,QyYxapr63jM,2,12,train
shot put,QyZBBqeQzZI,3,13,train
snatch weight lifting,QybzRy3LtKY,4,14,train
javelin throw,QyiKdczXhek,16,26,train
playing poker,QyoZ2dLxlMg,796,806,train
sign language interpreting,Qyt9AWrftNU,0,10,train
pumping gas,QyuEqjwW4mE,20,30,train
skiing slalom,Qz5BxO73utM,646,656,train
dunking basketball,Qz7hJlynWZI,4,14,train
playing poker,Qz9Fu5dU9SM,66,76,train
playing organ,QzASTxoaH2M,2,12,train
playing bagpipes,QzBN3EDG79A,101,111,train
playing bagpipes,QzBWLEvrKe8,9,19,train
playing squash or racquetball,QzIrR4PUd5s,63,73,train
jetskiing,QzIuksiLGtU,16,26,train
tap dancing,QzeXZxOnpAs,20,30,train
shoveling snow,QztEf6SI4WA,17,27,train
playing cymbals,QzvNHebz0Jc,26,36,train
skiing (not slalom or crosscountry),Qzy_5r1Pbzc,97,107,train
riding mechanical bull,R-1wePjwYCI,8,18,train
playing basketball,R-36BEDGDLg,75,85,train
playing organ,R-A0VWyldXA,0,10,train
breakdancing,R-AbxPq5Bdo,113,123,train
playing squash or racquetball,R-B67397vUw,3,13,train
windsurfing,R-BYG6OOpQI,83,93,train
shot put,R-V049MG89I,6,16,train
dancing gangnam style,R-cb858JTwU,30,40,train
dunking basketball,R-j93TQaxoQ,14,24,train
yoga,R-jA3bg_x8M,2,12,train
playing trumpet,R0AQdAE6RCA,1,11,train
surfing crowd,R0A_Y9jHd4c,37,47,train
strumming guitar,R0GDD0JtbBc,31,41,train
cleaning floor,R0KMQGEmOZc,0,10,train
roller skating,R0QeIL7ezfI,259,269,train
swimming backstroke,R0_T-tG3gTk,31,41,train
playing organ,R0kwAwNMBao,49,59,train
trimming trees,R13zSECQ-Ac,10,20,train
smoking hookah,R1ErNCk8SnE,8,18,train
skipping rope,R1Xlckw5A0o,69,79,train
surfing water,R1kY4MIPFvw,0,10,train
laughing,R1lZRWAnSzI,36,46,train
dunking basketball,R1rUSB6I3yQ,2,12,train
cooking egg,R1xXGSlenLY,58,68,train
swimming butterfly stroke,R202vhWYQso,8,18,train
making pizza,R28akWjf9VY,67,77,train
sled dog racing,R2GLBRobKwg,15,25,train
throwing ball,R2I_wIGaBVg,26,36,train
eating carrots,R2JLK1g2utI,11,21,train
scuba diving,R2Qvhc8MGQM,34,44,train
digging,R2a_sgdl_Fo,7,17,train
drinking,R2f7_-0gFgY,23,33,train
clean and jerk,R2hG-H8CSdQ,8,18,train
playing trumpet,R2lExzLXi-A,1,11,train
passing American football (not in game),R2rusyWsBYc,1,11,train
petting cat,R2uwVxdv8Zc,41,51,train
riding mountain bike,R346JldQPWE,269,279,train
strumming guitar,R36EHOugtyY,26,36,train
tobogganing,R39IaxoXOKc,10,20,train
high jump,R3AZGJbseP0,4,14,train
dribbling basketball,R3AwujApZ4A,7,17,train
picking fruit,R3J6LeGBzt8,25,35,train
feeding birds,R3JUZf1E9d0,18,28,train
roller skating,R3LeiXmukyc,361,371,train
drinking,R3MX9vYbtdg,249,259,train
playing flute,R3PahmHIVy4,95,105,train
playing saxophone,R3hwoZ1JtjY,0,10,train
dribbling basketball,R3qdYnrKTCw,9,19,train
cleaning floor,R4F8YGz34bc,0,10,train
shot put,R4G_HNJxiIk,48,58,train
busking,R4H4KflTDgw,125,135,train
playing bagpipes,R4LUQ6f9_Fo,57,67,train
unboxing,R4NPF2eRHl4,248,258,train
catching or throwing softball,R4P1_PIAyLQ,4,14,train
pull ups,R4b1Ld4KPB0,39,49,train
scuba diving,R4bDBCtXnlU,483,493,train
making snowman,R4k2AkwwsMo,3,13,train
strumming guitar,R4r95Irg7Bs,351,361,train
clean and jerk,R4u9dQl9Tdc,121,131,train
riding unicycle,R4ugilV3RK4,19,29,train
shaking head,R4uz8hzI3zQ,4,14,train
breakdancing,R4xMInDkdRo,390,400,train
passing American football (in game),R5CpvuUFn6g,27,37,train
playing drums,R5Ux7FHkytA,30,40,train
playing accordion,R5Yo42t7rmQ,67,77,train
dancing ballet,R5_Xq9OJuoQ,64,74,train
balloon blowing,R5bp9hq6CSA,272,282,train
folding napkins,R5eU4ISlHok,7,17,train
making bed,R6-4g_EjvtE,38,48,train
shaving head,R60P2e_o9tQ,256,266,train
salsa dancing,R63IUL1pW8I,248,258,train
playing bass guitar,R65QTJgT9-Y,1,11,train
golf putting,R67T28nAmOA,3,13,train
plastering,R6DK63IMjSs,55,65,train
sled dog racing,R6F1BjKR8ew,37,47,train
laughing,R6Gkk1-5hO8,539,549,train
playing saxophone,R6RtYacmzkY,166,176,train
drinking beer,R6aH3dwCj60,5,15,train
javelin throw,R6dydaXASfU,18,28,train
watering plants,R6jB6QiK5WE,8,18,train
feeding birds,R6pUHhA1ZUw,19,29,train
cleaning windows,R79HtSoHZPM,37,47,train
playing ice hockey,R7GuN_Sy3q4,6,16,train
riding or walking with horse,R7RcLix6MeE,93,103,train
brushing hair,R7UUWkuXCQE,28,38,train
clean and jerk,R7a1xOs2y50,21,31,train
playing trumpet,R7j1D_tDjlg,124,134,train
playing trumpet,R7mWrb5RBCw,77,87,train
eating watermelon,R7nmemBEMeI,2,12,train
tying knot (not on a tie),R7rwgPkatTI,57,67,train
dunking basketball,R7u6VfqXRFo,9,19,train
high jump,R80guOGuQek,3,13,train
riding unicycle,R89_HyeFa2I,16,26,train
climbing a rope,R8HXQkdgKWA,14,24,train
golf chipping,R8Hlpw89Y_w,100,110,train
climbing a rope,R8U-PbE20gg,2,12,train
balloon blowing,R8VsCrpy0P0,98,108,train
making pizza,R8dfZvAr_lI,53,63,train
dunking basketball,R8g32oUAxv8,1,11,train
shaking head,R8ilWypO4qQ,22,32,train
playing bass guitar,R8jsatfkNZQ,785,795,train
riding mountain bike,R8vYTTvoTtw,11,21,train
playing basketball,R95-g5_XZbM,52,62,train
dunking basketball,R98Asvc0Ews,1,11,train
reading book,R9GChN8bdzI,17,27,train
dunking basketball,R9Iz8D775-c,2,12,train
playing ukulele,R9K4DTqL7Uk,59,69,train
feeding birds,R9Kio0citrA,140,150,train
catching or throwing softball,R9Mjjt-SvEs,20,30,train
playing drums,R9P4CeDoYwQ,205,215,train
feeding birds,R9Zpb1NsFrM,74,84,train
throwing ball,R9cCG9UHhrE,4,14,train
cooking egg,R9cMS-aAzHs,117,127,train
ice skating,R9cjKSyNuwM,458,468,train
using computer,R9cpLHMslvs,15,25,train
feeding birds,R9hkx6rXbE4,4,14,train
playing bagpipes,RA5FbeLV9Y4,5,15,train
tapping pen,RA9CAzoNssI,25,35,train
playing trumpet,RAEXuHIEsUU,55,65,train
skiing (not slalom or crosscountry),RAQF2bxbY6Y,277,287,train
hugging,RATLp0Yc4Uo,25,35,train
sneezing,RAUD7_Ws2l0,22,32,train
shoveling snow,RAYZvb5ZmMA,0,10,train
cooking egg,RAaplTVHqJE,157,167,train
shearing sheep,RAg5bvFuHKA,64,74,train
shaking head,RAgNBxeSn60,2,12,train
trimming trees,RAmqfehzjeE,8,18,train
feeding birds,RAq1TE42kL0,168,178,train
springboard diving,RAu1fvTJutw,109,119,train
shot put,RAxpp9PTM3w,24,34,train
playing kickball,RB9aZuaiwMk,227,237,train
busking,RBBPA14dmsU,115,125,train
busking,RBBQGnMrKKo,33,43,train
changing wheel,RBEC2IswfBo,20,30,train
skiing (not slalom or crosscountry),RBIaWV8nT6Y,66,76,train
dunking basketball,RBJU-Hfuq2o,10,20,train
ice skating,RBU5U-z_MG0,0,10,train
riding elephant,RBUk0hUsF6o,7,17,train
strumming guitar,RBYEtYGjBpw,116,126,train
balloon blowing,RB_qV5AYp9k,20,30,train
crossing river,RBrt6927hoQ,3,13,train
swimming breast stroke,RBs2sPifsq8,6,16,train
smoking,RBwV0sXi13I,0,10,train
trimming or shaving beard,RBwoHauftKM,198,208,train
strumming guitar,RC-9ZYfBVkU,2,12,train
stretching arm,RC9QqQJv34c,13,23,train
filling eyebrows,RCDe1V2vFfA,56,66,train
surfing water,RCEBc47UtdM,205,215,train
dribbling basketball,RCHVpgruiu8,9,19,train
hurling (sport),RCLPisLh0z4,439,449,train
playing cymbals,RCLVKxWs5SU,34,44,train
riding or walking with horse,RCRIVE9-cjc,56,66,train
waxing eyebrows,RCgj_DF3p94,106,116,train
massaging back,RCgtqtJ7Iic,136,146,train
laughing,RChG8EhtvCI,180,190,train
breakdancing,RCjtQjcf60c,10,20,train
playing organ,RClPleQA0V4,97,107,train
swinging legs,RD1GAmLBxTw,3,13,train
carrying baby,RD9DBYJ36MU,5,15,train
playing trumpet,RDNEfoEFm6s,37,47,train
picking fruit,RDUb4iFB63Y,137,147,train
somersaulting,RDg3-CVfnTQ,1,11,train
garbage collecting,RDqJ5hAw5b8,437,447,train
mowing lawn,RDy-HpCkENY,4,14,train
slacklining,RE3FyJlygxQ,116,126,train
slacklining,RE83MRyZR9M,119,129,train
triple jump,REC_sPLIyCM,2,12,train
spray painting,REDhi-dD9FY,3,13,train
cooking egg,REQKryny2aI,54,64,train
strumming guitar,REXGcqeLwME,55,65,train
dying hair,REZrz8KAcsw,376,386,train
playing cricket,REe3vQ3K0u4,239,249,train
playing accordion,REeITzzRfTA,3,13,train
passing American football (in game),REgYiLwe1VQ,0,10,train
golf putting,REs6j3mQ20I,139,149,train
watering plants,REsfT3oWAH4,2,12,train
water skiing,REtZgo07xEU,7,17,train
using computer,RExIKmAKMxM,1,11,train
playing ukulele,RF8omgGATvc,117,127,train
watering plants,RFCIKe0koJE,20,30,train
trapezing,RFE_YfxgGTw,9,19,train
